step,train_loss,ema_loss,val_metric,grad_norm,tok_per_s,elapsed_s
1,0.494140625,0.494140625,nan,0.7356622489580221,589.5806889821993,1.5197241306304932
2,0.458984375,0.4923828125,nan,1.1423697851531227,3297.2542832906,0.2492983341217041
3,0.6640625,0.500966796875,nan,1.6229752494383298,2207.182100164664,0.19300627708435059
4,0.66796875,0.50931689453125,nan,2.1699211460702124,4336.392567352834,0.11853170394897461
5,0.59375,0.5135385498046874,nan,2.482784602502348,4658.2619523690855,0.12150454521179199
6,0.6796875,0.521845997314453,nan,2.7321973035601093,5447.78244022416,0.12078309059143066
7,0.68359375,0.5299333849487303,nan,3.216424105825676,4298.221654957585,0.1288905143737793
8,1.046875,0.5557804657012938,nan,3.982575290936583,4141.86073394229,0.11492419242858887
9,0.82421875,0.5692023799162291,nan,1.07623827939132,1076.2073810219047,0.4107015132904053
10,0.54296875,0.5678906984204176,nan,1.2319538253165525,7438.927886128846,0.11587691307067871
11,1.046875,0.5918399134993967,nan,1.7672049142104107,4572.307389919252,0.1154778003692627
12,0.55859375,0.5901776053244269,nan,2.035228000278898,5954.138260117628,0.11387038230895996
13,0.921875,0.6067624750582056,nan,2.497332285676733,6137.799367557021,0.11339569091796875
14,0.6328125,0.6080649763052952,nan,2.9681142720933646,3546.560238111344,0.11278533935546875
15,0.63671875,0.6094976649900304,nan,3.356810153930609,4272.428405122235,0.11141204833984375
16,0.7421875,0.6161321567405289,nan,3.7347212547698594,5471.779080948804,0.11330866813659668
17,0.8984375,0.6302474239035024,nan,0.7130236752688692,4274.913137963554,0.1628103256225586
18,0.47265625,0.6223678652083273,nan,0.8865152351017068,5580.712412088957,0.12041473388671875
19,0.71875,0.6271869719479108,nan,1.2515952032735786,5229.145348374305,0.12277340888977051
20,0.474609375,0.6195580921005153,nan,1.5273500522540058,3963.25600137442,0.12212181091308594
21,0.62890625,0.6200254999954895,nan,1.7900926597029942,5619.835482713243,0.11957645416259766
22,0.87890625,0.632969537495715,nan,2.1492463803586292,3965.479945239878,0.12608814239501953
23,0.74609375,0.6386257481209293,nan,2.465830111153651,4984.717587363665,0.11314582824707031
24,0.69921875,0.6416553982148828,nan,2.72695512922156,4370.288446141883,0.12447690963745117
25,0.64453125,0.6417991908041386,nan,0.690278098665664,3579.5005881674547,0.16538619995117188
26,0.73828125,0.6466232937639316,nan,1.1805647225275342,4016.335037334009,0.1279773712158203
27,0.65625,0.647104629075735,nan,1.3440019359208808,7709.955925228869,0.12503314018249512
28,1.1171875,0.6706087726219482,nan,1.6605830948122822,6577.504917919368,0.12405920028686523
29,0.97265625,0.6857111464908507,nan,2.1175881837300956,3817.277972008568,0.12888765335083008
30,0.6796875,0.6854099641663082,nan,2.3663568679865086,5970.631633158899,0.12360501289367676
31,0.50390625,0.6763347784579927,nan,2.597882262426038,5011.115890083632,0.1305098533630371
32,0.58203125,0.671619602035093,nan,2.899987356882713,4032.45089018115,0.12250614166259766
33,0.59375,0.6677261219333382,nan,0.6078726918625448,5951.576793246606,0.17205524444580078
34,0.466796875,0.6576796595866713,nan,0.8530827269886027,5170.116834609301,0.12843036651611328
35,0.73046875,0.6613191141073377,nan,1.2786950853102104,3811.497751176175,0.12436056137084961
36,0.5390625,0.6552062834019707,nan,1.4851770602838803,4736.72350668247,0.12371420860290527
37,0.48046875,0.6464694067318721,nan,1.7062333927948963,4849.76963705594,0.1245419979095459
38,0.7421875,0.6512553113952785,nan,2.05409276333215,4212.015048238552,0.12630534172058105
39,0.71875,0.6546300458255144,nan,2.2960001463553588,4883.603630279056,0.12367916107177734
40,0.62109375,0.6529532310342386,nan,2.871548008015854,2622.199110555395,0.12432312965393066
41,0.53125,0.6468680694825267,nan,0.5961422055831604,3608.0929717031854,0.1729445457458496
42,0.41015625,0.6350324785084004,nan,0.7954458241489889,5098.04293773368,0.12632298469543457
43,0.80078125,0.6433199170829803,nan,1.3283691217281037,3969.071076199794,0.12647795677185059
44,0.75,0.6486539212288313,nan,1.7869182388576883,4568.42294120984,0.1260828971862793
45,0.5234375,0.6423931001673896,nan,1.9924080367573622,5739.3041905925475,0.1268446445465088
46,0.5859375,0.63957032015902,nan,2.2738483090076027,4808.155378369695,0.13061141967773438
47,0.6015625,0.637669929151069,nan,2.6870008657544915,3589.244618733305,0.12147402763366699
48,0.69140625,0.6403567451935155,nan,3.4540173180000853,3157.4622999306434,0.12478375434875488
49,0.58984375,0.6378310954338398,nan,0.6632202497700238,3504.2847958037546,0.17236042022705078
50,0.5,0.6309395406621477,nan,0.9606361527425415,4866.179844306616,0.12535500526428223
51,0.64453125,0.6316191261290404,nan,1.3885571421754241,4078.306272415717,0.11965751647949219
52,0.6484375,0.6324600448225883,nan,1.6450809891075728,7965.985894984743,0.13181042671203613
53,0.7734375,0.6395089175814589,nan,1.993796666126163,5160.377665714806,0.12557220458984375
54,0.72265625,0.6436662842023859,nan,2.335742752322223,3296.292880295407,0.12680912017822266
55,0.64453125,0.6437095324922666,nan,2.5581080223964716,5478.1105533851905,0.12340021133422852
56,0.41015625,0.6320318683676532,nan,2.7539912102914808,7739.160810899142,0.12766242027282715
57,0.65234375,0.6330474624492706,nan,0.5198130245756161,5124.003410691163,0.17252135276794434
58,0.44921875,0.623856026826807,nan,0.78011698085892,5025.782666771431,0.12137413024902344
59,0.7890625,0.6321163504854665,nan,1.396594171927117,3098.1759431701203,0.12136173248291016
60,0.71484375,0.6362527204611932,nan,1.6082490200770518,4622.041367819139,0.12591838836669922
61,0.640625,0.6364713344381334,nan,1.8604337149608574,4767.515083308481,0.12711024284362793
62,0.63671875,0.6364837052162268,nan,2.2156193688052785,3614.414391879783,0.12505483627319336
