step,train_loss,ema_loss,train_reward,grad_norm,tok_per_s,elapsed_s
1,0.0,0.0,0.05859375,0.0,127.69472298967075,18.920124053955078
2,0.0,0.0,0.05859375,0.0,9801.017358259898,0.2465050220489502
3,0.0,0.0,0.05859375,0.0,9899.87081193404,0.24404358863830566
4,0.0,0.0,0.05859375,0.0,9848.434614685613,0.24531817436218262
5,0.0,0.0,0.05859375,0.0,9881.393753528742,0.24449992179870605
6,0.0,0.0,0.05859375,0.0,9895.365856850045,0.244154691696167
7,0.0,0.0,0.05859375,0.0,9890.391971687744,0.2442774772644043
8,0.0,0.0,0.05859375,0.0,9864.617765278399,0.24491572380065918
9,0.0,0.0,0.05859375,0.0,9855.848491244109,0.245133638381958
10,0.0,0.0,0.05859375,0.0,9837.000455280133,0.24560332298278809
11,0.0,0.0,0.05859375,0.0,9828.651966518268,0.24581193923950195
12,0.0,0.0,0.05859375,0.0,9921.670332424726,0.24350738525390625
13,0.0,0.0,0.05859375,0.0,9894.670177936221,0.2441718578338623
14,0.0,0.0,0.05859375,0.0,9828.785430787317,0.24580860137939453
15,0.0,0.0,0.05859375,0.0,9819.413616542955,0.24604320526123047
16,0.0,0.0,0.05859375,0.0,9839.818286335742,0.24553298950195312
17,0.0,0.0,0.05859375,0.0,9850.933396067574,0.2452559471130371
18,0.0,0.0,0.05859375,0.0,9882.559800894493,0.24447107315063477
19,0.0,0.0,0.05859375,0.0,9884.439547362394,0.24442458152770996
20,0.0,0.0,0.05859375,0.0,9865.078727379107,0.2449042797088623
21,0.578125,0.02890625,0.05859375,0.024265906446043768,240.9707293513809,10.026113986968994
22,0.578125,0.0563671875,0.05859375,0.03230560665231478,9809.708281018122,0.24628663063049316
23,-0.578125,0.024642578124999995,0.05859375,0.057535048136773674,9864.099234404583,0.24492859840393066
24,-0.57421875,-0.005300488281250008,0.05859375,0.06820413616378414,9839.942499079943,0.2455298900604248
25,0.37890625,0.013909848632812494,0.05859375,0.07160494980230434,9809.461382906738,0.2462928295135498
26,-1.1328125,-0.04342626879882813,0.05859375,0.1396414372510967,9840.92675707277,0.24550533294677734
27,0.37890625,-0.02230964285888672,0.05859375,0.1414302114583287,9795.058377297868,0.24665498733520508
28,0.37890625,-0.0022488482159423798,0.05859375,0.14302820916187714,9791.206425799046,0.24675202369689941
29,0.0,-0.002136405805145261,0.05859375,0.14302820916187714,9797.719601842855,0.24658799171447754
30,0.0,-0.0020295855148879977,0.05859375,0.14302820916187714,9902.153856376612,0.2439873218536377
31,0.0,-0.0019281062391435977,0.05859375,0.14302820916187714,9884.053900047891,0.24443411827087402
32,0.0,-0.0018317009271864176,0.05859375,0.14302820916187714,9900.470492833143,0.24402880668640137
33,0.0,-0.0017401158808270966,0.05859375,0.14302820916187714,9854.180833363316,0.24517512321472168
34,0.0,-0.0016531100867857417,0.05859375,0.14302820916187714,9809.784252168214,0.24628472328186035
35,0.0,-0.0015704545824464546,0.05859375,0.14302820916187714,9893.23081969774,0.24420738220214844
36,0.0,-0.0014919318533241318,0.05859375,0.14302820916187714,9853.558002497073,0.24519062042236328
37,0.0,-0.0014173352606579252,0.05859375,0.14302820916187714,9887.361803436082,0.2443523406982422
38,0.0,-0.0013464684976250288,0.05859375,0.14302820916187714,9840.066714960178,0.24552679061889648
39,0.0,-0.0012791450727437773,0.05859375,0.14302820916187714,9836.437082724226,0.24561738967895508
40,0.0,-0.0012151878191065885,0.05859375,0.14302820916187714,9868.758364659823,0.2448129653930664
41,0.37890625,0.017790884071848742,0.05859375,0.1435887794193921,347.69888280704276,6.948541164398193
42,-1.1328125,-0.0397392851317437,0.05859375,0.15255728093701387,9801.150073072618,0.24650168418884277
43,0.37890625,-0.018807008375156507,0.05859375,0.157264097775655,9725.343596023655,0.24842309951782227
44,0.37890625,0.001078654543601322,0.05859375,0.15713829542935845,9625.939672582124,0.2509884834289551
45,0.0,0.0010247218164212558,0.05859375,0.15713829542935845,9842.006800626645,0.24547839164733887
46,0.0,0.000973485725600193,0.05859375,0.15713829542935845,9794.405130410829,0.24667143821716309
47,0.0,0.0009248114393201833,0.05859375,0.15713829542935845,9785.807440484237,0.2468881607055664
48,0.0,0.0008785708673541741,0.05859375,0.15713829542935845,9905.086597579404,0.24391508102416992
49,0.0,0.0008346423239864654,0.05859375,0.15713829542935845,9859.732295477543,0.24503707885742188
50,0.0,0.0007929102077871421,0.05859375,0.15713829542935845,9756.96593345754,0.2476179599761963
51,0.0,0.0007532646973977849,0.05859375,0.15713829542935845,9678.731651034404,0.2496194839477539
52,0.0,0.0007156014625278956,0.05859375,0.15713829542935845,9801.861106489667,0.24648380279541016
53,-1.1328125,-0.0559608036105985,0.05859375,0.18014490693221974,9778.847668685785,0.24706387519836426
54,0.37890625,-0.034217450930068574,0.05859375,0.18315666075943865,9774.555870653101,0.24717235565185547
55,0.37890625,-0.013561265883565144,0.05859375,0.18728938201756726,9743.091255922713,0.2479705810546875
56,0.37890625,0.006062109910613116,0.05859375,0.18746649675348673,9584.8586632666,0.25206422805786133
