step,train_loss,ema_loss,val_metric,grad_norm,tok_per_s,elapsed_s
1,0.494140625,0.494140625,nan,0.7357709011805414,506.83411237861344,1.7678368091583252
2,0.458984375,0.4923828125,nan,1.1421306677297853,2239.880335905595,0.36698389053344727
3,0.6640625,0.500966796875,nan,1.6226803843392186,2175.3179130371263,0.19583344459533691
4,0.66796875,0.50931689453125,nan,2.1696850347479266,4097.04306711111,0.1254563331604004
5,0.59375,0.5135385498046874,nan,2.4824219413400623,4405.258276179448,0.12848281860351562
6,0.6796875,0.521845997314453,nan,2.732156737238648,5244.264788764511,0.12547039985656738
7,0.68359375,0.5299333849487303,nan,3.2154948669845584,4516.587813843011,0.12265896797180176
8,1.046875,0.5557804657012938,nan,3.98209643652239,3814.9562877867206,0.1247720718383789
9,0.82421875,0.5692023799162291,nan,1.072226738223597,1152.8495460755544,0.38339781761169434
10,0.5390625,0.5676953859204177,nan,1.23190225517731,5669.827196427003,0.15203285217285156
11,1.0546875,0.5920449916243967,nan,1.7678905968397816,4363.6173102955,0.12100052833557129
12,0.5546875,0.5901771170431769,nan,2.0292172415639733,5719.332908299227,0.1185452938079834
13,0.921875,0.606762011191018,nan,2.492473179263165,5700.607672058927,0.12209224700927734
14,0.6328125,0.6080645356314671,nan,2.964836524400463,3338.423914881932,0.11981701850891113
15,0.63671875,0.6094972463498938,nan,3.3550377885317366,3936.2481989566368,0.12092733383178711
16,0.7421875,0.616131759032399,nan,3.736668099442778,5109.045664675153,0.1213533878326416
17,0.8984375,0.6302470460807791,nan,0.7134874252897798,4143.4749921224975,0.16797494888305664
18,0.47265625,0.6223675062767401,nan,0.8889089387730431,5540.223899108987,0.12129473686218262
19,0.71875,0.6271866309629031,nan,1.2543176558585347,4982.510825458562,0.12885069847106934
20,0.474609375,0.6195577681647578,nan,1.527520642665626,3841.148490347191,0.12600398063659668
21,0.6328125,0.6202205047565199,nan,1.7901500105146537,5507.960861943966,0.12200522422790527
22,0.875,0.6329594795186938,nan,2.1498131958588402,4186.149381005801,0.11944150924682617
23,0.74609375,0.6386161930427591,nan,2.4665485408309884,4609.215080957855,0.12236356735229492
24,0.69921875,0.641646320890621,nan,2.7302407187445867,4357.244104442411,0.12484955787658691
25,0.6484375,0.64198587984609,nan,0.6914690261921054,3522.0854369152385,0.16808223724365234
26,0.73828125,0.6468006483537855,nan,1.1776859916099847,3973.5552266590485,0.12935519218444824
