step,train_loss,ema_loss,val_metric,grad_norm,tok_per_s,elapsed_s
1,0.478515625,0.478515625,nan,0.5732585885325905,4582.454798803325,0.39105677604675293
2,0.66796875,0.48798828125,nan,1.0830916273898918,8114.987666821624,0.1266791820526123
3,0.64453125,0.4958154296875,nan,1.3594269168353181,8744.944555346427,0.15048694610595703
4,0.8203125,0.512040283203125,nan,1.9445422556279592,8646.826590455777,0.12813949584960938
5,0.625,0.5176882690429687,nan,2.1856514574528134,3823.1562491408317,0.45093631744384766
6,0.75390625,0.5294991680908202,nan,2.557337915141098,8945.596741036672,0.15158295631408691
7,0.86328125,0.5461882721862792,nan,3.030821105849437,9066.878232862375,0.15352582931518555
8,0.73046875,0.5554022960769652,nan,3.5186239163813964,8585.039236465318,0.14443731307983398
9,0.6484375,0.560054056273117,nan,0.4059154358795442,2427.293569064191,0.5734782218933105
10,0.5625,0.560176353459461,nan,0.6786619377839099,4370.782868403026,0.29376888275146484
11,0.6796875,0.566151910786488,nan,0.9176356827438948,8938.526926681223,0.1503603458404541
12,0.67578125,0.5716333777471636,nan,1.13363603330354,8689.744629032703,0.1298081874847412
13,0.66015625,0.5760595213598053,nan,1.3708345807802387,8217.78359969949,0.14407777786254883
14,0.828125,0.588662795291815,nan,1.5235377610742873,9960.44715368044,0.19356560707092285
15,0.78125,0.5982921555272243,nan,1.7979281943942937,9410.144180213867,0.15685200691223145
16,0.5078125,0.593768172750863,nan,2.026755600085753,8691.219243729296,0.1504967212677002
17,0.52734375,0.5904469516133198,nan,0.3831394052530819,8349.283202261226,0.24529051780700684
18,0.546875,0.5882683540326539,nan,0.5896128247798397,8245.106563412552,0.14214491844177246
19,0.53125,0.5854174363310212,nan,0.765700655589409,8438.04881915728,0.14316105842590332
20,0.625,0.5873965645144701,nan,0.9391967776552569,8338.74122301732,0.1448659896850586
21,0.421875,0.5791204862887466,nan,1.043587429627728,8507.180125475572,0.15140151977539062
22,0.703125,0.5853207119743092,nan,1.2577691996444436,8876.002226422788,0.12978816032409668
23,0.4921875,0.5806640513755938,nan,1.3845224740051414,9333.56761705347,0.15599608421325684
24,0.54296875,0.5787792863068141,nan,1.6478041699250532,6926.261356341125,0.12589764595031738
25,0.482421875,0.5739614157414734,nan,0.4091429246694051,6416.348648655427,0.1901392936706543
26,0.58984375,0.5747555324543998,nan,0.670185395789598,10238.33360455655,0.20511150360107422
27,0.70703125,0.5813693183316798,nan,0.9904768850887948,8495.018595587006,0.15255999565124512
28,0.4375,0.5741758524150958,nan,1.105587688076412,10129.967945184382,0.19506478309631348
29,0.55859375,0.5733967472943411,nan,1.2284178962846168,9805.606941583119,0.18030500411987305
30,0.73046875,0.581250347429624,nan,1.4700816957713179,8216.347060427262,0.14166879653930664
31,0.54296875,0.5793362675581427,nan,1.5898255184952201,8392.956825814035,0.14440679550170898
32,1.09375,0.6050569541802355,nan,1.7908644238596578,8229.386060909364,0.1438746452331543
33,0.4921875,0.5994134814712238,nan,0.40766310986764176,7082.364464293638,0.19880366325378418
34,0.62890625,0.6008881198976626,nan,0.5757562398062007,8779.604513665045,0.1512596607208252
35,0.400390625,0.5908632451527794,nan,0.6850145782143189,8325.507249509903,0.14557671546936035
36,0.49609375,0.5861247703951404,nan,0.8952120553612769,8663.254521421182,0.13112854957580566
37,0.66015625,0.5898263443753834,nan,1.0577289645561723,8517.343779710423,0.12914824485778809
38,0.50390625,0.5855303396566142,nan,1.2322802752701614,8060.741299006678,0.1265392303466797
39,0.703125,0.5914100726737834,nan,1.3523407261240896,9208.193658348255,0.17723345756530762
40,0.64453125,0.5940661315400942,nan,1.5189941863416123,8245.437226342598,0.14407968521118164
41,0.45703125,0.5872143874630895,nan,0.33472676081072134,7014.417949762647,0.20129966735839844
42,0.36328125,0.576017730589935,nan,0.4758413522212748,9569.959357253889,0.1596662998199463
43,0.5,0.5722168440604383,nan,0.5907846517289483,9546.324794778258,0.16006159782409668
44,0.58984375,0.5730981893574164,nan,0.817964134130718,8701.723227993807,0.149855375289917
45,0.40625,0.5647557798895455,nan,0.8951441071446442,8398.734994542156,0.13192462921142578
46,0.478515625,0.5604437721450682,nan,0.9626230055405771,9005.941076008105,0.17366313934326172
47,0.427734375,0.5538083022878147,nan,1.04192365250498,9883.087299812543,0.18658137321472168
48,0.87890625,0.570063199673424,nan,1.231500795240801,10378.81770972264,0.21004319190979004
49,1.03125,0.5931225396897527,nan,0.6503651909305966,6434.323377628259,0.17717480659484863
50,0.44921875,0.5859273502052651,nan,0.7647114846754897,8688.778132029973,0.14731645584106445
51,0.53125,0.5831934826950018,nan,0.8822744950086794,8702.038797944571,0.17788934707641602
52,0.85546875,0.5968072460602517,nan,0.9537292990703934,10521.935119495452,0.20946717262268066
53,0.8828125,0.6111075087572392,nan,1.113308530790085,8588.262502492147,0.13273930549621582
54,0.46484375,0.6037943208193771,nan,1.2363814146000562,8665.068740582563,0.15095090866088867
55,0.7890625,0.6130577297784082,nan,1.3629398215516098,8798.561710799831,0.17548322677612305
56,0.53125,0.6089673432894879,nan,1.4454300126968842,9057.623601936519,0.17620515823364258
57,0.59375,0.6082064761250134,nan,0.4724361141526856,5640.481566443839,0.17658066749572754
58,0.6484375,0.6102180273187627,nan,0.8755543074157287,8271.72307687022,0.13878607749938965
59,0.52734375,0.6060743134528246,nan,0.9732195979412481,9380.04835708721,0.15607595443725586
60,0.412109375,0.5963760665301834,nan,1.0765057298835854,8182.529991207597,0.14127659797668457
61,0.53515625,0.5933150757036741,nan,1.14889781344546,8940.509958576402,0.17761850357055664
62,0.50390625,0.5888446344184903,nan,1.3057243510906562,7773.232410426236,0.12555909156799316
63,0.5390625,0.5863555276975658,nan,1.3620516515298031,9275.516432039958,0.17508459091186523
64,0.453125,0.5796940013126876,nan,1.4263622053352893,9250.612419618788,0.17555594444274902
65,0.427734375,0.5720960199970532,nan,0.2931618869838355,7872.567372908489,0.22711777687072754
66,0.51171875,0.5690771564972006,nan,0.40082120891840306,10309.698467533977,0.21339130401611328
67,0.84375,0.5828107986723405,nan,0.8338472420471817,8815.751403701614,0.12840652465820312
68,0.7890625,0.5931233837387234,nan,0.9765449324569992,9385.106858140427,0.17644977569580078
69,0.74609375,0.6007719020517873,nan,1.0670855962683714,10201.822945877562,0.19486713409423828
70,0.5234375,0.5969051819491978,nan,1.1346434292083336,9032.006409822518,0.15146136283874512
71,0.298828125,0.5820013291017379,nan,1.1534985634126835,9810.172178014867,0.18225979804992676
72,0.50390625,0.5780965751466509,nan,1.2300584834688835,8995.61815774325,0.17519640922546387
73,0.412109375,0.5697972151393184,nan,0.3289362109942883,7386.4100375574835,0.20307564735412598
74,0.421875,0.5624011043823525,nan,0.46572916186832114,9780.774930566473,0.1819896697998047
75,0.416015625,0.5550818304132348,nan,0.6069040777220983,9035.121110579224,0.17531585693359375
76,0.4296875,0.548812113892573,nan,0.6698292107055602,9508.267765278006,0.17963314056396484
77,0.49609375,0.5461761956979443,nan,0.7729086312019539,9113.099402498641,0.17688822746276855
78,0.7265625,0.5551955109130471,nan,0.9464817011603479,8240.172778787555,0.1427154541015625
79,0.48046875,0.5514591728673948,nan,1.1933272307396945,8746.623933029374,0.1275920867919922
80,0.408203125,0.544296370474025,nan,1.2647655490555956,8188.508338194564,0.1426389217376709
81,0.51171875,0.5426674894503238,nan,0.47851743521301593,6071.932293986637,0.1712799072265625
82,0.53515625,0.5422919274778076,nan,0.592268337024177,8969.928356981287,0.16232013702392578
83,0.41015625,0.5356851436039173,nan,0.7004524506065334,8157.816705946563,0.14415621757507324
84,0.41015625,0.5294086989237214,nan,0.8034691169838064,9350.276294367888,0.15742850303649902
85,0.482421875,0.5270593577275354,nan,0.911339022675293,8544.818928110493,0.13060545921325684
86,0.609375,0.5311751398411587,nan,1.0004535770090843,9851.146679278068,0.17947149276733398
87,0.3515625,0.5221945078491007,nan,1.0877197808760657,8481.662404786055,0.1476125717163086
88,0.328125,0.5124910324566456,nan,1.1254920484786615,10251.232663786253,0.19743967056274414
89,0.302734375,0.5020031995838133,nan,0.3005792217380891,6290.165490503986,0.17551207542419434
90,0.765625,0.5151842896046227,nan,0.5898032392138989,9119.121124599005,0.15659403800964355
91,0.6015625,0.5195032001243916,nan,0.6807937029797849,9950.407354322148,0.18813300132751465
92,0.4375,0.515403040118172,nan,0.7572828494512394,10279.868361724619,0.20389366149902344
93,0.75,0.5271328881122633,nan,0.9333952923270467,8544.188750380055,0.12546539306640625
94,0.41796875,0.5216746812066502,nan,0.9971497489018692,9180.398619936961,0.15990591049194336
95,0.546875,0.5229346971463176,nan,1.1326281718612858,7178.566913284431,0.1281592845916748
96,0.412109375,0.5173934310390017,nan,1.2201264110876626,9440.367927281326,0.159315824508667
97,0.419921875,0.5125198532370516,nan,0.3395738738561201,6769.437960382635,0.19617581367492676
98,0.49609375,0.511698548075199,nan,0.43740483708601147,9379.645735690126,0.17911124229431152
99,0.3359375,0.5029104956714391,nan,0.5735967392401443,9142.382465657154,0.17369651794433594
100,0.388671875,0.4971985646378671,nan,0.6493900608408564,9165.501417758374,0.15361952781677246
101,0.380859375,0.49138160515597373,0.21875,0.7546987924934689,172.2302934815598,6.293898582458496
102,0.373046875,0.48546486864817506,0.21875,0.8172045644703843,11046.689474462168,0.14194297790527344
103,0.42578125,0.4824806877157663,0.21875,0.9082880861452798,11220.747681169907,0.1219170093536377
104,0.43359375,0.4800363408299779,0.21875,1.0094445319123477,10375.380611161152,0.12414002418518066
105,0.59375,0.485722023788479,0.21875,0.4664310394635864,8333.281638666016,0.1689610481262207
106,0.44140625,0.48350623509905505,0.21875,0.5569985281116091,8761.133276092618,0.16938447952270508
107,0.55078125,0.48686998584410224,0.21875,0.6738055575504237,10662.55580457904,0.1204214096069336
108,0.70703125,0.4978780490518971,0.21875,0.8155252259180649,10889.766067281265,0.11754155158996582
109,0.46484375,0.4962263340993022,0.21875,0.8935414055693323,10439.554789638943,0.10805058479309082
110,0.404296875,0.4916298611443371,0.21875,0.9681733643988686,11527.175232012274,0.14296650886535645
111,0.396484375,0.48687258683712026,0.21875,1.0557321807625288,10183.61631993443,0.12333536148071289
112,0.400390625,0.48254848874526424,0.21875,1.1861557857572005,11031.861553680536,0.12291669845581055
113,0.5078125,0.483811689308001,0.21875,0.3327389079861822,9180.928394421537,0.19126605987548828
114,0.423828125,0.4808125110926009,0.21875,0.5041630089967902,10686.82244162791,0.12052226066589355
115,0.66015625,0.4897796980379709,0.21875,0.6954476918662864,10451.609749394212,0.10409879684448242
116,0.345703125,0.48257586938607233,0.21875,0.7618473034575822,11649.673230647797,0.12807226181030273
117,0.5,0.4834470759167687,0.21875,0.8498020044096666,12034.714278695452,0.14557886123657227
118,0.458984375,0.4822239408709303,0.21875,0.9520397465402272,11352.583672296736,0.12613868713378906
119,0.443359375,0.48028071257738375,0.21875,1.0323746799568245,10977.798065685738,0.14137625694274902
120,0.88671875,0.5006026144485145,0.21875,1.1987834954578764,11053.449042564185,0.12919044494628906
121,0.53515625,0.5023302962260887,0.21875,0.35699083867807774,8355.78171469228,0.18430352210998535
122,0.3515625,0.49479190641478427,0.21875,0.46876270186195595,10750.11825391708,0.11832427978515625
123,0.4765625,0.49388043609404503,0.21875,0.5958995834392503,11672.960101041625,0.12987279891967773
124,0.3828125,0.4883270392893428,0.21875,0.6591894572835644,10550.663879026306,0.11563253402709961
125,0.94921875,0.5113716248248756,0.21875,0.8103641297022359,11994.65478470458,0.14639854431152344
126,0.359375,0.5037717935836319,0.21875,0.8678864196078614,12157.72253370229,0.14509296417236328
127,0.47265625,0.5022160164044502,0.21875,0.9507163180749876,10528.842216431718,0.11739182472229004
128,0.474609375,0.5008356843342276,0.21875,1.0225964876285647,10178.662889597737,0.10217452049255371
129,0.40625,0.4961064001175163,0.21875,0.28170297455236226,8454.62628708191,0.17174029350280762
130,0.484375,0.49551983011164047,0.21875,0.5326034319541936,10389.162711959822,0.11858510971069336
131,0.453125,0.49340008860605844,0.21875,0.6261046186942241,11202.679314666182,0.12461304664611816
132,0.5,0.49373008417575553,0.21875,0.7012665361626258,11288.827113978845,0.1406700611114502
133,0.40625,0.4893560799669677,0.21875,0.7849205284604305,11271.031553376317,0.13308453559875488
134,0.5,0.48988827596861934,0.21875,0.9131369592660414,10448.605135740758,0.11714482307434082
135,0.359375,0.48336261217018833,0.21875,0.9640595206500272,10855.75769974389,0.12306833267211914
136,0.498046875,0.4840968253116789,0.21875,1.073541993932723,10534.258686988464,0.11923003196716309
137,0.63671875,0.49172792154609496,0.21875,0.5082585981959508,6159.887214295114,0.14675593376159668
138,0.5078125,0.4925321504687902,0.21875,0.6951534802101471,10875.97404519463,0.11695504188537598
139,0.4453125,0.49017116794535065,0.21875,0.8124338846972601,11261.039239983478,0.12467765808105469
140,0.5390625,0.4926157345480831,0.21875,0.9069505769849608,11808.272789914754,0.14532184600830078
141,0.46484375,0.49122713532067896,0.21875,0.9865267713014234,10631.445804270712,0.10572409629821777
142,0.36328125,0.484829841054645,0.21875,1.0175775682405546,10784.18812519588,0.11943411827087402
143,0.419921875,0.4815844427519127,0.21875,1.0701336132470873,11740.594768900035,0.1277618408203125
144,0.44140625,0.47957553311431705,0.21875,1.1136736284868831,11045.928439140092,0.1394178867340088
145,0.58203125,0.4846983189586012,0.21875,0.3390599611549422,8775.16356278395,0.1873469352722168
146,0.431640625,0.48204543426067115,0.21875,0.4814544517234841,10530.823469041794,0.10407543182373047
147,0.443359375,0.48011113129763755,0.21875,0.5962221784474772,12434.15727322054,0.19333839416503906
148,0.50390625,0.48130088723275566,0.21875,0.6788192277936764,10113.363306494228,0.12181901931762695
